title,overview,genre_ids,genre_names
It Runs in the Family,"It is now summer in the Parker family; and the usual amount of numerous events are happening in their separate lives. Ralphie is searching for the perfect top to use to beat the school bully with, the Old Man is in battle with their hillbilly neighbors, the Bumpus, while eagerly awaiting the discovery of the perfect fishing spot, and the Mother is attempting to collect all of the pieces of a glass china set at a local movie theater.","35,10751","Comedy,Family"
The Roundup,"The 'Beast Cop' Ma Seok-do heads to a foreign country to extradite a suspect, but soon after his arrival, he discovers additional murder cases and hears about a vicious killer who has been committing crimes against tourists for several years.","28,80,53,12","Action,Crime,Thriller,Adventure"
An Ex-Hooker's Christmas Carol,"Meet Milly Harley (Laura Giglio) an ex-hooker with an attitude. And for her probation, she becomes the guardian of a mentally challenged young man (Timothy Hawk). Unaware of his magical haven of little snowmen, Milly is catapulted into one misadventure after another.",35,Comedy
Slave of Rome,"During Julius Caesar's invasion of Gallia: The Gauls have broken their treaty with the Romans. Marcus Valerius and his friend are sent to punish them. Antea's father wants to have peace with Rome, having once been there and acknowledging their superior culture, but Lysircus forces a severely anti-Roman politic. When her father is killed by him in treachery, Antea joins the Romans who have to evade into a swamp. She falls in love with Marcus. Will she forsake her people forever?",12,Adventure
El secreto de Tomy,"The racing stables of Gandia family go to auction. Tomy, son of the owner, manages to save his favorite horse, ""Cantador"". Now, his only obsession is to resolve the problems of his father, providing him a new wife and riding his horse at the races. After a while, in the Official Prize, ""Cantador"", ridden by Tomy wins. This fact causes everyone to be interested in the horse and eventually Tomy will be forced to auction it to liquidate their debts. But  the new owner is the father of Luchy, Tomy's classmate , and he will do everything possible to recover it.",18,Drama
The End?,"A businessman gets stuck in his office elevator, but this nuisance soon turns into a nightmare, for in the outside world a zombie apocalypse has taken place...",27,Horror
The Ex,"When his lawyer wife, Sofia, becomes pregnant, chronic underachiever Tom Reilly must take a job at his father-in-law's advertising firm. Tom has to adjust to the demands of a very high-powered job, and he finds himself in an increasingly hostile office rivalry with Chip, Sofia's paraplegic former lover.","35,10749","Comedy,Romance"
A Grand Day Out,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.  Preserved by the Academy Film Archive.","10751,16,35,878,14","Family,Animation,Comedy,Science Fiction,Fantasy"
Lock and Roll Forever,"Six members of Japanese girl group Oreskaband set their sights on world domination - but first, they must conquer Hollywood.",35,Comedy
Here Comes the Boom,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,"35,28,18","Comedy,Action,Drama"
Der Mann aus London,,"18,10770","Drama,TV Movie"
Against the Law,"A trigger-happy outlaw goes on the run and a burned out, disillusioned cop gives chase. They end up head-to-head in a Los Angeles shoot out.","12,18,28,53","Adventure,Drama,Action,Thriller"
Camp Rock 2: The Final Jam,"Mitchie can't wait to go back to Camp Rock and spend the summer making new music with her friends and superstar Shane Gray. But the slick new camp across the lake, Camp Star, has drummed up some serious competition – featuring newcomers Luke and Dana. In a sensational battle of the bands, with Camp Rock's future at stake, will Camp Star's flashy production and over-the-top antics win out, or will Camp Rockers prove that music, teamwork, and spirit are what truly matter?","35,10402,10770","Comedy,Music,TV Movie"
Hercules Against the Sons of the Sun,"Hercules, after sailing global waters is eventually shipwrecked in South America.  After losing his Greek shipmates, Hercules is enlisted to overthrow a tyrannical king int he land of the Incas.  Featuring scenic views of the mountains of the Andes.",12,Adventure
The Sword of the Barbarians,A swordsman's wife is murdered by followers of the evil Goddess Rani. He vows vengeance upon the cult and journeys to the Ark of the Templars to get a magic crossbow that will help him accomplish his mission.,"12,14,28,53","Adventure,Fantasy,Action,Thriller"
One Day in the Life of Ivan Denisovich,Fly-on-the-wall treatment of an ordinary day in the life of a prisoner in Stalin's Gulag. Closely adapted from Solzhenitsyn's classic novel based on his own experiences. Shot entirely on location in northern Norway,18,Drama
If Lucy Fell,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.","35,10749","Comedy,Romance"
El alcalde de Zalamea,Film version of the historic piece of Calderon de la Barca. An army officer faces the local authority that intends to judge him for having stained the honor of a young girl,18,Drama
So You Want to Learn to Dance,Joe McDoakes is invited by his boss to a swanky dance. Joe admits he can't dance and the boss gives him a lesson in the office.,35,Comedy
Liebe nach dem Tod,"Life of Greta Bücking and Paul Markwart seems to be in perfect order. Both are happily married - until they find out that their spouse died in a plane crash. But increasingly compacted suspected that Lutz Bücking and Karin Markwart were not traveling on business, but on the way to their common love nest, is a cozy hotel on Amrum.","18,10770","Drama,TV Movie"
Should Wives Work?,"Errol's wife goes back to work, despite his objections.",35,Comedy
Spirou & Fantasio's Big Adventures,"When Spirou, supposedly a groom in a Palace, meets Fantasio, reporter scupper, everything starts very hard … and rather badly!","12,35","Adventure,Comedy"
"Vierka, or The Mystery of Family B's Disappearance","When Czech singer Ida Kelarová meets the young Roma singer, Vierka Berkyová, she discovers an extraordinary and vibrant talent. Determined to develop her musical abilities and career, she brings her and her family from their home in Slovakia to live in the Czech Republic. They are encouraged to learn new routines and develop their lives in a variety of 'productive' ways. Then, one day they disappear without trace. What began as a document about Verika develops into a mystery. [taken from the London Film Festival 2006 catalogue]",99,Documentary
